Chunk ID,Concept ID,Source Page,Chunk Text Content
CH036,C001,53,"46 cout << “n=” <<n<< “\n”; cout << “m=” <<m<< “\n”; cout << “::m=” <<::m<< “\n”; } cout << “\n we are in outer block \n”; cout << “m=” <<m<< “\n”; cout << “::m=” <<::m<< “\n”;}The output of the program:We are in inner block.n = 20m = 30::m = 10We are in outer blockm = 20::m = 10 Did u know? What is the use of scope resolution operator?The :: (scope resolution) operator is used to qualify hidden names so that you can still usethem.2.6Member Dereferencing OperatorsOnce a class (or a structure) is defined, its members (both data and methods/function) can beaccessed (or referenced) using two operators - (.) dot operator and (->) arrow operator. While (.)operator takes class or struct type variable as operand, (->) takes a pointer or reference variableas its operand.With class and structure type variables, (.) dot operator is used to reference the members, asshown in the following program code:struct abc{int a, b, c;};class pqr{int p, q, r;int doit();};abc structone;pqr classone;structone.a = 20;structone.b = 120;"
CH037,C001,54,"Beginning of OOP LanguageNotesstructone.c = 30;classone.p = 56;classone.q = 16;classone.r = 51;classone.doit();Evidently, each member can be referenced by using (.) dot operator. However, (.) operator doesnot work on pointer or reference type variables, as is shown in the following code snippet.abc *ptrAbc;pqr *ptrPqr;abc abcone;pqr pqrone;ptrAbc = abcone;//pointer variable ptrAbc points to object abconeptrAbc->a;ptrPqr->doit(); Notes It is possible to access the value of variables pointed by the pointer variables usingpointer. This is performed by using the Dereference operator in C++ which has the notation*.2.6.1Memory Management OperatorsAlong with malloc(), calloc() and frec() functions, C++ also defines two unary operators new anddelete that perform the task of allocating and freeing the memory. Since these operatorsmanipulate memory on the free store, they are also known as free store operators. A data objectcreated inside a block with new will remain in existence until it is explicitly destroyed by usingdelete.The general form of the new operatorpointer_variable = new data_type;The pointer_variable holds the address of the memory space allocated.p = new int;q = new float;We can also initialize the memory using the new operator. This is done as follows:pointer_variable= new data_type(value);Value specifies the initial value as shown below:int*p = new int(25);When an object is no longer needed, it is destroyed to release the memory space for reuse. Thegeneral form is:delete pointer_variable;"
CH039,C001,56,"Beginning of OOP LanguageNotesfloat sum = 0;for (int i = 0; i<5; i++)//declaration{cin >> x;sum = sum+x;}float average;//declarationaverage = sum / i;cout << average;} Did u know? What is the disadvantage of this style of declaration?The only disadvantage of this style of declaration is that we cannot see at a glance all thevariables used in a scope.2.6.3Dynamic Initialization of VariablesOne additional feature of C++ is that it permits initialization of the variables at run time. This isreferred to as dynamic initialization. Remember that, in C, a variable must be initialized usinga constant expression and the C compiler would fix the initialization code at the time ofcompilation. However, in C++, a variable can be initialized at run time using expressions at theplace of declaration. For example, the following are valid initialization statements:…..…..int n = strlen(string);…..float area = 3.14159 *rad *rad;This means that both the declaration and initialization of a variable can be done simultaneouslyat the place where the variable is used for the first time. The two statements in the followingexample of the previous sectionfloat average;// declare where it is necessaryaverage = sum / i;can be combined into a single statement:float average = sum /i;// initialize dynamically// at run timeDynamic initialization is extensively used in object-oriented programming. We can create exactlythe type of object needed using information that is known only at the run time."
CH040,C001,57,"50 2.6.4Reference VariablesC++ introduces a new kind of variable known as the reference variable. A reference variableprovides an alias (alternative name) for a previously defined variable. For example, if we makethe variable sum a reference to the variable total, then sum and total can be used interchangeablyto represent that variable. A reference variable is created as follows:data_type & reference_name = variable_nameExample:float total = 100;float &sum = total;total is a float type variable that has already been declared, sum is the alternative name declaredto represent the variable total. Both the variables refer to the same data object in the memory.Now, the statementscout << total;andcout << sum;both print the value 100. The statementtotal = total + 10;will change the value of both total and sum to 110. Likewise, the assignmentsum = 0;will change the value of both the variables to zero.A reference variable must be initialized at the time of declaration. This establishes thecorrespondence between the reference and the data object that it names. Note that the initializationof a reference variable is completely different from assignment.Note that C++ assigns additional meaning to the symbol &. Here, & is not an address operator.The notation float & means reference to float. Some more examples are presented below toillustrate this point:int n[10];int &x = n[10];//x is alias for n[10]char &a = ‘\n’;// initialize reference to a literalThe variable x is an alternative to the array element n[10]. The variable a is initialized to the newline constant. This creates a reference to the otherwise unknown location where the new lineconstant \n is stored.The following references are also allowed:1.int x;int *p=&x;int &m = *p;2.int &n = 50;"
CH048,C001,65,"58 Now suppose we want the function to take float type argument then the function definitionmust be changed as:float sumfloat(float a, float b){return (a + b);}As a matter of fact the function sum may take so many names as shown below.int sumint(int a, int b){return (a + b);}short sumshort(short a, short b){return (a + b);}long sumlong(long a, long b){return (a + b);}float sumdouble(double a, double b){return (a + b);}This can be very tiring and extremely difficult to remember all the names. Function overloadingis a mechanism that allows a single function name to be used for different functions. The compilerdoes the rest of the job. It matches the argument numbers and types to determine which functionsis being called. Thus we may rewrite the above listed functions using function overloading as:int sum(int a, int b){return (a + b);}float sum(float a, float b){return (a + b);}short sum(short a, short b){return (a + b);"
CH051,C001,69,"62 for (int j = 0; j < num; j ++)cout << ch;cout << endl;}The function rchar() is called 10 times in the main( ) function with different number of argumentspassed to it. This is allowed in C++.The first function call to rchar( ) takes no arguments in the main( ) function. The functiondeclaration provides default values for the two arguments required by rchar(). When values arenot provided, the compiler supplies the defaults ‘*’ and 10.In the second call, one argument is missing which is assumed to be the last argument. rchar()assigns the single argument ‘=’ to the ch parameter and uses the default value 10 for num.In the third case, both arguments are present and no defaults are considered. A few points worthremembering here.The missing or default arguments must be the trailing arguments, those at the end of theargument list. The compiler will flag an error when you leave something out. Default argumentsmay be useful when an argument has the same value.void abc (int a, float b, int c = 10, char d = ‘P’);//correctdefaulting!The above declaration is correct because no un-defaulted arguments appear after defaultedarguments. For this reason the following declaration is incorrect.void abc (int a, float b = 2.5, int c, char d = ‘P’);//incorrectdefaulting! Did u know? How to use two default parameter values?#include <iostream> int f(int length, int width = 25, int height = 1); int main() { int length = 100; int width = 50; int height = 2; int area; area = f(length, width, height); std::cout << “First time area equals “ << area << “\n”; area = f(length, width); std::cout << “Second time area equals “ << area << “\n”; area = f(length); std::cout << “Third time area equals “ << area << “\n”;"
CH062,C001,81,74 The following program segment shows how a member function is declared outside the classdeclaration.class sample{private:int x;int y;public:int sum ();// member function declaration};int sample:: sum ( )//member function definition{return (x+y);} Notes Please note the use of the scope operator double colon (::) is important for definingthe member functions outside the class declaration.Let us consider the following program snippet:class first{private:int x;inty;public :int sum();};class second{private:intx;int y;public:int sum();};first one;
CH066,C001,85,"78 class integer{int x;public:void getdata(){cout << “Enter a value for x”;cin >> x;}void disp(){ cout << x;}void swap(integer *a1){ int temp;temp = x;x = a1->x;a1->x = temp;}};main(){integer int1, int2;int1.getdata();int2.getdata();cout <<“\n the value of x belonging to object int1 is “;int1.disp();cout <<“\n the value of x belonging to object int2 is “;int2.disp();int1.swap(&int2);cout << “\n after swapping “;cout <<“\n the value of x belonging to object int1 is “;int1.disp();cout <<“\n the value of x belonging to object int2 is “;int2.disp();cout << “\n”;getche();}"
CH069,C001,88,Classes and ObjectsNotesExample: Consider the class account as follows:class account{private:int acc _no;static int balance;//static data declarationpublic:void disp(int acc _no);void getinfo( );};The static variable balance is initialized outside main() as follows:int account::balance = 0;//static data definitionConsider the following Program which demonstrates the use of static data member count. Thevariable count is declared static in the class but initialized to 0 outside the class.#include <iostream.h>#include <conio.h>class counter{private:static int count;public:void disp();};int counter::count = 0;void counter::disp(){count++cout << “The present value of count is “ << count << “\n”;}main(){counter cntl ;for(int i=0; i<5; i++)cnt1.disp();getche();
CH070,C001,89,"82 }You should get the following output from this program.The present value of count is 1The present value of count is 2The present value of count is 3The present value of count is 4The present value of count is 5 Task Analyze how the static data member should be created and initialized before themain function control block begins.4.5Access SpecifiersMembers of a class can access other members (properties and methods) of the same class.Functions, operators and other classes (corresponding objects) outside the class description of aparticular class can also access members of that class. An access specifier decides whether or nota function or operator or class, outside the class description can access the members it controlsinside its class description. The members an access specifier controls are the members typedunder it in the class description (until the next specifier).We will use functions and classes in the illustrations of accesses to class members. We will notuse operators for the illustrations.We will be using the phrase, external function. This refers to a function or class method that isnot a member of the class description in question. When we say an external function can accessa class member, we mean the external function can use the name (identifier of property or nameof method) of the member as its argument or as an identifier inside its definition. Notes Note that there is no specific order required for member access, as shown in thepreceding example. The allocation of storage for objects of class types is implementationdependent, but members are guaranteed to be assigned successively higher memoryaddresses between access specifiers.4.5.1The Public Access SpecifierWith the public access specifier, an external function can access the public members of the class.The following code illustrates this (read the explanation below):#include <iostream>using namespace std;class Calculator{ public: int num1;"
CH074,C001,93,"86 { num1 = 2; num2 = 3; int sum = num1 + num2; return sum; } };int main() { ChildCalculator myChildObj; int result = myChildObj.add(); cout << result; return 0; }The base class has just two properties and no method; these properties are protected. The derivedclass has one method and no property. Inside the derived class, the protected properties of thebase class are used as identifiers. Generally, when a derived class is using a member of a baseclass, it is a method of the derived class that is using the member, as in this example. The abovecode is OK.The following code will not compile, because line 2 in the main() function tries to access aprotected member of the base class:#include <iostream>using namespace std;class Calculator { protected: int num1; int num2; };class ChildCalculator: public Calculator { public: int add() { num1; num2 = 3; int sum = num1 + num2;"
CH076,C001,95,"88 CaseletChange your Design, MidwayChanges happen all the time in a building project - the client asks for changes, theconsultant asks for changes, you consider changes as you move the project throughits later stages... there is no end to it. This could have been a mind-boggling issuesome years ago, but may not be any more.In the early 80s, when architects started using Computer-Assisted Drawing (CAD), thetraditional layer-drafting technique was easily adapted to the layer-based CAD systemsof the day. Within a few years, most construction documents and shop drawings wereplotted from computers.The use of CAD files was evolving towards communicating information about a buildingin ways that a plotted drawing could not. Forward thinking design firms adopted thesetools, realising that the data in the object-oriented CAD files, if carefully structured andmanaged, could be used to automate certain documentation tasks.But, object-oriented CAD systems remained rooted to building graphics, which were builton graphics-based CAD foundations. This resulted in the system not being optimised forcreating and managing information about a building.Another generation of purpose-built software solutions was required - a software thatwas both information-centric and provided building information modelling in place ofbuilding graphic modelling.Architects, for instance, work on the information using the conventional graphic languageof building design (such as plan, section and elevation), entering and reviewing informationin a format that looks just like the architectural drawings they have worked with, foryears. The fact remains that these people work on the building information throughdrawing rather than working directly on a drawing in the computer.There was a need for a powerful building design and documentation systems for architects,interior designers, design-build teams and other building industry professionals.Autodesk Inc, in the building design space, has introduced what it calls revolutionarysoftware - Autodesk Revit - the parametric building modeller that is expected to captureall information about the design, even while the work is on.How is Revit different from the AutoCAD software?Imagine you are halfway through construction documents. You see a change that wouldmake the project look even better. The Autodesk Revit parametric change engine, Autodesksources say, will automatically coordinate the changes made anywhere - in model viewsor drawing sheets, schedules, sections, plans... . You name it. ‘This engine supports allphases of the building process, preserving all information from beginning to end’, say thesources.This change management is said to be one of the fundamental characteristics of a buildinginformation modelling solution.Because the coordination is assured by the system, embarrassing errors are minimised,and there’s savings in time and needless costs in trying to hunt down the source and fix theproblem. Contd..."
CH077,C001,96,"Classes and ObjectsNotesRevit is, therefore, considered an integrated building industry solution model, they say.However, this change engine modeller is found to be more economical for large projectssince such projects require careful organisation and management.What about the others? This is left to be seen, considering the number of project developerswho operate on a very small scale in India.With the evolution of this design technology, all buildings could, in course of time, berepresented as databases, not drawings! Just wait and see although it can take a long timecoming... .4.6Summary A class represents a group of similar objects. A class in C++ binds data and associatedfunctions together. It makes a data type using which objects of this type can be created. Classes can representthe real-world object which have characteristics and associated behavior. While declaring a class, four attributes are declared: data members, member functions,program access levels (private, public, and protected,) and class tag name. While defining a class its member functions can be either defined within the class definitionor outside the class definition. The public member of a class can be accessed outside theclass directly by using object of this class type. Private and protected members can be accessed with in the class by the member functiononly. The member function of a class is also called a method. The qualified name of a classmember is a class name: : class member name. A global object can be declared only from a global class whereas a local object can bedeclared from a global as well as a local class. The object are created separately to store their data members. They can be passed to aswell as returned from functions. The ordinary members functions can access both static aswell as ordinary member of a class.4.7KeywordsClass: Represents the real-world objects which have characteristics and associated behaviour.Global Class: A class whose definition occurs outside the bodies of all functions in a program.Objects of this class type can be declared from anywhere in the program.Local Class: A class whose definition occurs inside a function body. Objects of this class type canbe declared only within the function that defines this class type.Private Members: Class members that are hidden from the outside world.Public Members: Class members (data members and member functions) that can be used by anyfunction.Temporary Object: An anonymous short lived object."
CH081,C001,100,"Static MembersNotesof using a static member is to declare the global data which should be updated while theprogram lives in memory.When a static member is declared private, the non-member functions cannot access thesemembers. But a public static member can be accessed by any member of the class. The static datamember should be created and initialized before the main function control block begins.For example, consider the class account as follows:class account{private:int acc _no;static int balance;//static data declarationpublic:void disp(int acc _no);void getinfo( );};The static variable balance is initialized outside main() as follows:int account::balance = 0;//static data definitionConsider the following Program which demonstrates the use of static data member count. Thevariable count is declared static in the class but initialized to 0 outside the class.#include <iostream.h>#include <conio.h>class counter{private:static int count;public:void disp();};int counter::count = 0;void counter::disp(){count++cout << “The present value of count is “ << count << “\n”;}main(){counter cntl ;for(int i=0; i<5; i++)cnt1.disp();getche();}"
CH084,C001,103,"96 Example:const float g = 9.8;cout << “The acceleration due to gravity is” << g << “m/s2”;g=g+4; // ERROR!! Const variables cannot be modified.The const keyword specifies that the values of the variable will not change throughout theprogram. This prevents the programmer from changing the value of variable, like the one in theexample given above. If the keyword, const, has been used while defining the variable, thecompiler will report an error if the programmer tries to modify it.5.2.1The Class KeywordSyntax for the class keyword is as follows.class class_name{// access control keywords here// class variables and methods declared here};You use the class keyword to declare new types. A class is a collection of class member data,which are variables of various types, including other classes. The class also contains classfunctions—or methods—which are functions used to manipulate the data in the class and toperform other services for the class. You define objects of the new type in much the same way inwhich you define any variable. State the type (class) and then the variable name (the object). Youaccess the class members and functions by using the dot (.) operator. You use access controlkeywords to declare sections of the class as public or private. The default for access control isprivate. Each keyword changes the access control from that point on to the end of the class oruntil the next access control keyword. Class declarations end with a closing brace and a semicolon.Example:class Cat{public:unsigned int Age;unsigned int Weight;void Meow();};Cat Frisky;Frisky.Age = 8;Frisky.Weight = 18;Frisky.Meow();"
CH085,C001,104,"Static MembersNotesExample:class Car{public: // the next five are publicvoid Start();void Accelerate();void Brake();void SetYear(int year);int GetYear();private: // the rest is privateint Year;Char Model [255];}; // end of class declarationCar OldFaithful; // make an instance of carint bought; // a local variable of type intOldFaithful.SetYear(84) ; // assign 84 to the yearbought = OldFaithful.GetYear(); // set bought to 84OldFaithful.Start(); // call the start method5.3Static Objects1.A static object is a class all of whose members (functions and data) are declared static. E.g.,(source file)public class Static Example {static double x; // Static datastatic void printx () // Static method{System.out.println (“x = “ + x);}public static void main (String[] argv){x = 5.34;"
CH087,C001,106,"Static MembersNotesprivate:int x;public:void getdata( );friend void disp(sample abc);//friend function};void disp(sample abc)// non-member function without scope::operator{cout << “value of x =”<< abc.x;cout << endl;} Notes Note that the function is declared as friend in the class and is defined outside theclass. The keyword friend should not be in both the function declaration and definition.The friend declaration is unaffected by its location in the class. It can be declared either ina public or a private section, which does not affect its access right.Example: The following declarations of a friend function are valid:1.The friend function disp( ) is declared in the public groupclass sample{private :int x;public:void getdata( );friend void disp( );};2.The friend function disp( ) is declared in the private groupclass sample{ private:int x;friend void disp(); public:void getdata( );};"
CH088,C001,107,"100 Since private data members are available only to the particular class and not to any other part ofthe program, a non-member function cannot access these private data. Therefore, the friendfunction is a special type of function which is used to access the private data of any class. In otherwords, they are defined as non-member functions with the ability to modify data directly or tocall function members that are not part of the public interface. The friend class has the right toaccess as many members of its class. As a result the level of privacy of the data encapsulation getsreduced. Only if it is necessary to access the private data by non-member functions, then a classmay have a friend function, otherwise it is not necessary. Did u know? Is friend function a member of a class?A friend function is a function that is not a member of a class but has access to the class’sprivate and protected members.Let us look at a sample program given below to access the private data of a class by non-memberfunctions through friend function. The program declares a private class example representingvariable x and function to input the value for the same. The friend function to display the valueof x takes an object as argument with the help of which private variable x can be accessed.#include <iostream.h>#include <conio.h>class example{private:int x; .public:void getdata(){cout << “Enter the value ofx”<< “\n”;cin >> x;}friend void disp(example);};void disp(example eg){ cout << “Display the entered number”<< eg.x<< “\n”;}main(){ example egl;eg1.getdata();disp(eg1);getche();}"
